imo,typnum,visit_num,start,end,Deadweight,ShiptypeLevel5,type,number,time_difference,port_name
9302592.0,berth3,0,2020-11-29 11:44:23,2020-11-30 16:44:26,163216.0,Crude Oil Tanker,berth,3,1 days 05:00:03,MONGSTAD
9676125.0,berth3,0,2020-02-07 15:37:57,2020-02-09 11:49:40,119690.0,Shuttle Tanker,berth,3,1 days 20:11:43,MONGSTAD
9676125.0,berth3,1,2020-09-08 01:33:49,2020-09-10 02:37:02,119690.0,Shuttle Tanker,berth,3,2 days 01:03:13,MONGSTAD
9676125.0,berth3,2,2020-10-07 07:22:48,2020-10-08 16:18:40,119690.0,Shuttle Tanker,berth,3,1 days 08:55:52,MONGSTAD
9676125.0,berth3,3,2020-11-10 02:24:37,2020-11-11 06:48:48,119690.0,Shuttle Tanker,berth,3,1 days 04:24:11,MONGSTAD
9676125.0,berth3,4,2021-01-13 03:25:58,2021-01-14 09:43:01,119690.0,Shuttle Tanker,berth,3,1 days 06:17:03,MONGSTAD
9676125.0,berth3,5,2021-03-28 07:07:22,2021-03-31 14:24:40,119690.0,Shuttle Tanker,berth,3,3 days 07:17:18,MONGSTAD
9676125.0,berth3,6,2021-05-03 13:17:33,2021-05-04 23:33:44,119690.0,Shuttle Tanker,berth,3,1 days 10:16:11,MONGSTAD
9676125.0,berth3,7,2021-06-02 08:08:57,2021-06-03 15:20:32,119690.0,Shuttle Tanker,berth,3,1 days 07:11:35,MONGSTAD
9676125.0,berth3,8,2021-09-18 20:30:27,2021-09-19 18:29:27,119690.0,Shuttle Tanker,berth,3,0 days 21:59:00,MONGSTAD
9676125.0,berth3,9,2021-11-01 15:10:54,2021-11-02 23:50:17,119690.0,Shuttle Tanker,berth,3,1 days 08:39:23,MONGSTAD
9676125.0,berth3,10,2022-01-02 03:39:54,2022-01-03 15:36:49,119690.0,Shuttle Tanker,berth,3,1 days 11:56:55,MONGSTAD
9676125.0,berth3,11,2022-01-30 13:39:47,2022-01-31 17:05:40,119690.0,Shuttle Tanker,berth,3,1 days 03:25:53,MONGSTAD
9676125.0,berth3,12,2022-02-27 21:19:33,2022-03-01 06:22:39,119690.0,Shuttle Tanker,berth,3,1 days 09:03:06,MONGSTAD
9676125.0,berth3,13,2022-05-21 11:52:10,2022-05-22 10:38:25,119690.0,Shuttle Tanker,berth,3,0 days 22:46:15,MONGSTAD
9676125.0,berth3,14,2022-06-15 22:53:17,2022-06-16 22:35:24,119690.0,Shuttle Tanker,berth,3,0 days 23:42:07,MONGSTAD
9891919.0,berth3,0,2022-05-06 00:24:48,2022-05-07 06:54:54,112156.0,Crude Oil Tanker,berth,3,1 days 06:30:06,MONGSTAD
9281009.0,berth1,0,2020-05-02 02:28:07,2020-05-03 01:10:47,115048.0,Crude Oil Tanker,berth,1,0 days 22:42:40,MONGSTAD
9292515.0,berth1,0,2022-08-19 17:05:44,2022-08-20 17:53:45,115525.0,Crude Oil Tanker,berth,1,1 days 00:48:01,MONGSTAD
9295335.0,berth1,0,2022-03-07 21:45:00,2022-03-09 20:00:05,39698.0,Chemical/Products Tanker,berth,1,1 days 22:15:05,MONGSTAD
9437983.0,berth1,0,2022-10-29 06:42:04,2022-10-30 04:11:07,109005.0,Crude Oil Tanker,berth,1,0 days 21:29:03,MONGSTAD
9643269.0,berth1,0,2020-10-29 10:47:56,2020-10-30 07:03:52,313998.0,Crude Oil Tanker,berth,1,0 days 20:15:56,MONGSTAD
9676137.0,berth1,0,2020-08-28 11:43:19,2020-08-29 23:52:24,120567.0,Shuttle Tanker,berth,1,1 days 12:09:05,MONGSTAD
9676137.0,berth1,1,2020-09-12 00:25:49,2020-09-13 01:35:29,120567.0,Shuttle Tanker,berth,1,1 days 01:09:40,MONGSTAD
9676137.0,berth1,2,2022-08-11 20:34:07,2022-08-12 19:03:38,120567.0,Shuttle Tanker,berth,1,0 days 22:29:31,MONGSTAD
9676137.0,berth1,3,2022-10-12 06:54:28,2022-10-13 10:29:52,120567.0,Shuttle Tanker,berth,1,1 days 03:35:24,MONGSTAD
9734109.0,berth1,0,2020-06-05 23:56:55,2020-06-07 22:32:21,299999.0,Crude Oil Tanker,berth,1,1 days 22:35:26,MONGSTAD
9734109.0,berth1,1,2021-04-19 11:56:30,2021-04-21 20:06:22,299999.0,Crude Oil Tanker,berth,1,2 days 08:09:52,MONGSTAD
9734109.0,berth1,2,2021-08-28 16:03:04,2021-08-30 10:07:59,299999.0,Crude Oil Tanker,berth,1,1 days 18:04:55,MONGSTAD
9734109.0,berth1,3,2022-02-14 17:10:03,2022-02-17 09:43:48,299999.0,Crude Oil Tanker,berth,1,2 days 16:33:45,MONGSTAD
9237747.0,berth2,0,2020-05-22 09:30:23,2020-05-24 03:22:47,26616.0,LPG Tanker,berth,2,1 days 17:52:24,MONGSTAD
9730414.0,berth2,0,2020-05-26 00:05:13,2020-05-27 06:22:00,158432.0,Crude Oil Tanker,berth,2,1 days 06:16:47,MONGSTAD
9837171.0,berth2,0,2021-03-31 12:37:42,2021-04-01 09:04:25,129734.0,Shuttle Tanker,berth,2,0 days 20:26:43,MONGSTAD
9482603.0,berth3,0,2020-08-02 22:07:20,2020-08-03 20:15:26,114024.0,Crude Oil Tanker,berth,3,0 days 22:08:06,MONGSTAD
9578646.0,berth3,0,2020-05-28 09:51:56,2020-05-29 14:33:56,158650.0,Crude Oil Tanker,berth,3,1 days 04:42:00,MONGSTAD
9578646.0,berth3,1,2021-11-03 05:21:42,2021-11-04 05:19:04,158650.0,Crude Oil Tanker,berth,3,0 days 23:57:22,MONGSTAD
9299680.0,berth4,0,2020-10-15 00:04:19,2020-10-16 01:02:30,109841.0,Crude Oil Tanker,berth,4,1 days 00:58:11,MONGSTAD
9676125.0,berth4,0,2020-01-05 17:26:56,2020-01-07 07:36:49,119690.0,Shuttle Tanker,berth,4,1 days 14:09:53,MONGSTAD
9676125.0,berth4,1,2021-12-03 01:16:45,2021-12-04 16:08:30,119690.0,Shuttle Tanker,berth,4,1 days 14:51:45,MONGSTAD
9676125.0,berth4,2,2022-01-31 20:10:21,2022-02-01 21:54:20,119690.0,Shuttle Tanker,berth,4,1 days 01:43:59,MONGSTAD
9833723.0,berth4,0,2020-01-30 14:32:58,2020-01-31 12:07:29,115643.0,Crude/Oil Products Tanker,berth,4,0 days 21:34:31,MONGSTAD
9438858.0,berth1,1,2020-03-09 21:46:27,2020-03-11 01:32:40,109290.0,Shuttle Tanker,berth,1,1 days 03:46:13,MONGSTAD
9438858.0,berth1,2,2021-05-28 09:57:41,2021-05-29 10:18:12,109290.0,Shuttle Tanker,berth,1,1 days 00:20:31,MONGSTAD
9457892.0,berth1,0,2022-02-12 20:57:50,2022-02-14 05:26:08,158466.0,Crude Oil Tanker,berth,1,1 days 08:28:18,MONGSTAD
9693745.0,berth1,0,2022-12-28 10:52:35,2022-12-30 10:17:18,320926.0,Crude Oil Tanker,berth,1,1 days 23:24:43,MONGSTAD
9703332.0,berth1,0,2021-03-16 11:35:47,2021-03-17 09:16:13,109900.0,Crude/Oil Products Tanker,berth,1,0 days 21:40:26,MONGSTAD
9703332.0,berth1,1,2022-03-23 18:56:17,2022-03-24 16:20:10,109900.0,Crude/Oil Products Tanker,berth,1,0 days 21:23:53,MONGSTAD
9724075.0,berth1,0,2022-05-26 18:16:59,2022-05-27 14:40:35,113736.0,Crude Oil Tanker,berth,1,0 days 20:23:36,MONGSTAD
9733947.0,berth1,0,2021-10-03 00:52:19,2021-10-04 19:35:13,299629.0,Crude Oil Tanker,berth,1,1 days 18:42:54,MONGSTAD
9776755.0,berth1,0,2022-10-31 10:48:18,2022-11-01 08:53:26,112829.0,Crude Oil Tanker,berth,1,0 days 22:05:08,MONGSTAD
9777931.0,berth1,0,2021-06-18 07:08:51,2021-06-19 06:18:06,112870.0,Crude Oil Tanker,berth,1,0 days 23:09:15,MONGSTAD
9858474.0,berth1,0,2021-12-02 02:33:03,2021-12-03 13:27:14,299999.0,Crude Oil Tanker,berth,1,1 days 10:54:11,MONGSTAD
9853400.0,berth2,0,2021-01-01 20:05:57,2021-01-03 03:20:24,112802.0,Crude/Oil Products Tanker,berth,2,1 days 07:14:27,MONGSTAD
9332834.0,berth3,0,2021-03-27 08:42:00,2021-03-28 02:21:14,115577.0,Crude Oil Tanker,berth,3,0 days 17:39:14,MONGSTAD
9466142.0,berth3,0,2020-03-28 03:35:31,2020-03-29 06:16:11,109335.0,Shuttle Tanker,berth,3,1 days 02:40:40,MONGSTAD
9466142.0,berth3,1,2020-08-14 18:55:26,2020-08-15 17:05:47,109335.0,Shuttle Tanker,berth,3,0 days 22:10:21,MONGSTAD
9594133.0,berth3,0,2020-01-01 00:12:32,2020-01-02 15:27:33,158640.0,Crude Oil Tanker,berth,3,1 days 15:15:01,MONGSTAD
9594133.0,berth3,1,2021-05-21 22:34:02,2021-05-22 23:32:38,158640.0,Crude Oil Tanker,berth,3,1 days 00:58:36,MONGSTAD
9724348.0,berth3,1,2020-11-23 08:19:26,2020-11-24 06:56:56,113554.0,Crude Oil Tanker,berth,3,0 days 22:37:30,MONGSTAD
9724348.0,berth3,2,2022-01-24 20:06:08,2022-01-26 08:40:06,113554.0,Crude Oil Tanker,berth,3,1 days 12:33:58,MONGSTAD
9737400.0,berth3,0,2020-01-25 04:55:26,2020-01-26 18:44:50,113039.0,Crude Oil Tanker,berth,3,1 days 13:49:24,MONGSTAD
9737400.0,berth3,1,2020-10-04 22:38:18,2020-10-05 23:33:36,113039.0,Crude Oil Tanker,berth,3,1 days 00:55:18,MONGSTAD
9737400.0,berth3,2,2020-12-06 13:30:45,2020-12-07 09:04:12,113039.0,Crude Oil Tanker,berth,3,0 days 19:33:27,MONGSTAD
9737400.0,berth3,3,2021-08-30 23:49:20,2021-08-31 20:03:16,113039.0,Crude Oil Tanker,berth,3,0 days 20:13:56,MONGSTAD
9784013.0,berth3,0,2021-06-09 00:38:51,2021-06-10 05:34:43,157162.0,Crude/Oil Products Tanker,berth,3,1 days 04:55:52,MONGSTAD
9795062.0,berth3,0,2022-12-06 20:48:26,2022-12-07 17:25:33,113416.0,Crude Oil Tanker,berth,3,0 days 20:37:07,MONGSTAD
9802152.0,berth3,0,2020-08-08 01:12:25,2020-08-09 03:59:37,114720.0,Crude Oil Tanker,berth,3,1 days 02:47:12,MONGSTAD
9802152.0,berth3,1,2021-11-13 16:06:14,2021-11-14 16:34:38,114720.0,Crude Oil Tanker,berth,3,1 days 00:28:24,MONGSTAD
9802152.0,berth3,2,2022-03-17 01:56:09,2022-03-18 05:02:09,114720.0,Crude Oil Tanker,berth,3,1 days 03:06:00,MONGSTAD
9886718.0,berth3,0,2022-11-26 15:41:00,2022-11-27 09:39:41,114085.0,Crude Oil Tanker,berth,3,0 days 17:58:41,MONGSTAD
9886718.0,berth3,1,2022-12-08 01:48:10,2022-12-09 06:16:45,114085.0,Crude Oil Tanker,berth,3,1 days 04:28:35,MONGSTAD
9292204.0,berth4,0,2021-06-29 23:57:28,2021-07-01 01:26:24,105926.0,Crude Oil Tanker,berth,4,1 days 01:28:56,MONGSTAD
9317951.0,berth4,0,2021-04-29 12:13:01,2021-04-30 12:39:54,116779.0,Crude/Oil Products Tanker,berth,4,1 days 00:26:53,MONGSTAD
9341093.0,berth4,0,2021-02-24 13:01:13,2021-02-25 10:16:20,109716.0,Crude Oil Tanker,berth,4,0 days 21:15:07,MONGSTAD
9341093.0,berth4,1,2021-03-07 22:36:59,2021-03-08 19:55:01,109716.0,Crude Oil Tanker,berth,4,0 days 21:18:02,MONGSTAD
9407445.0,berth4,0,2021-06-18 06:04:40,2021-06-19 02:16:40,112922.0,Crude Oil Tanker,berth,4,0 days 20:12:00,MONGSTAD
9327437.0,berth1,0,2020-02-29 00:46:40,2020-03-02 09:22:43,37623.0,Chemical/Products Tanker,berth,1,2 days 08:36:03,MONGSTAD
9402495.0,berth1,0,2022-01-08 06:32:56,2022-01-09 11:07:55,115514.0,Crude Oil Tanker,berth,1,1 days 04:34:59,MONGSTAD
9753002.0,berth1,0,2020-04-12 12:14:03,2020-04-14 12:41:41,319398.0,Crude Oil Tanker,berth,1,2 days 00:27:38,MONGSTAD
9753002.0,berth1,1,2020-12-02 01:26:33,2020-12-03 20:41:07,319398.0,Crude Oil Tanker,berth,1,1 days 19:14:34,MONGSTAD
9783019.0,berth1,0,2021-03-11 13:21:13,2021-03-12 09:29:34,112052.0,Crude Oil Tanker,berth,1,0 days 20:08:21,MONGSTAD
9822994.0,berth1,0,2020-01-29 22:09:10,2020-01-31 05:28:13,317975.0,Crude Oil Tanker,berth,1,1 days 07:19:03,MONGSTAD
9845697.0,berth1,0,2021-07-26 18:27:08,2021-07-28 23:51:45,318744.0,Crude Oil Tanker,berth,1,2 days 05:24:37,MONGSTAD
9845697.0,berth1,1,2021-11-23 13:43:15,2021-11-25 11:25:18,318744.0,Crude Oil Tanker,berth,1,1 days 21:42:03,MONGSTAD
9892432.0,berth1,0,2022-04-20 18:36:59,2022-04-21 23:01:02,112459.0,Crude Oil Tanker,berth,1,1 days 04:24:03,MONGSTAD
9892432.0,berth1,1,2022-08-24 21:46:20,2022-08-26 02:25:09,112459.0,Crude Oil Tanker,berth,1,1 days 04:38:49,MONGSTAD
9892432.0,berth1,2,2022-10-26 23:52:27,2022-10-27 21:04:34,112459.0,Crude Oil Tanker,berth,1,0 days 21:12:07,MONGSTAD
9892432.0,berth1,3,2022-11-18 11:02:52,2022-11-19 09:38:23,112459.0,Crude Oil Tanker,berth,1,0 days 22:35:31,MONGSTAD
9892432.0,berth1,4,2022-12-20 11:50:59,2022-12-21 09:03:47,112459.0,Crude Oil Tanker,berth,1,0 days 21:12:48,MONGSTAD
9299719.0,berth2,0,2021-03-17 22:48:05,2021-03-18 22:03:02,110043.0,Crude Oil Tanker,berth,2,0 days 23:14:57,MONGSTAD
9305611.0,berth2,0,2021-12-05 23:56:17,2021-12-06 22:44:15,117055.0,Crude/Oil Products Tanker,berth,2,0 days 22:47:58,MONGSTAD
9305611.0,berth2,1,2022-03-31 21:37:09,2022-04-01 21:13:05,117055.0,Crude/Oil Products Tanker,berth,2,0 days 23:35:56,MONGSTAD
9402902.0,berth2,0,2020-11-07 06:44:27,2020-11-08 05:55:52,158266.0,Crude Oil Tanker,berth,2,0 days 23:11:25,MONGSTAD
9472529.0,berth2,0,2021-07-09 23:58:41,2021-07-10 20:06:41,157644.0,Shuttle Tanker,berth,2,0 days 20:08:00,MONGSTAD
9587312.0,berth2,0,2020-09-21 10:27:20,2020-09-23 03:46:52,158547.0,Crude Oil Tanker,berth,2,1 days 17:19:32,MONGSTAD
9592290.0,berth2,0,2020-04-18 15:54:48,2020-04-19 12:40:04,115723.0,Crude Oil Tanker,berth,2,0 days 20:45:16,MONGSTAD
9592290.0,berth2,1,2022-05-21 22:12:38,2022-05-22 17:04:44,115723.0,Crude Oil Tanker,berth,2,0 days 18:52:06,MONGSTAD
9385192.0,berth3,0,2022-04-14 00:28:32,2022-04-15 13:01:56,159995.0,Crude Oil Tanker,berth,3,1 days 12:33:24,MONGSTAD
9577044.0,berth3,0,2022-11-09 20:12:25,2022-11-10 14:24:25,116619.0,Crude Oil Tanker,berth,3,0 days 18:12:00,MONGSTAD
9579042.0,berth3,0,2020-12-12 07:19:38,2020-12-13 08:10:26,158824.0,Crude Oil Tanker,berth,3,1 days 00:50:48,MONGSTAD
9831309.0,berth3,0,2021-10-20 12:08:45,2021-10-21 09:28:11,109995.0,Crude/Oil Products Tanker,berth,3,0 days 21:19:26,MONGSTAD
9843209.0,berth3,0,2021-11-09 13:13:28,2021-11-11 00:36:40,111964.0,Crude Oil Tanker,berth,3,1 days 11:23:12,MONGSTAD
9676137.0,berth4,0,2022-08-06 07:11:07,2022-08-07 07:40:10,120567.0,Shuttle Tanker,berth,4,1 days 00:29:03,MONGSTAD
9676137.0,berth4,1,2022-09-27 18:22:45,2022-09-28 16:17:37,120567.0,Shuttle Tanker,berth,4,0 days 21:54:52,MONGSTAD
9795062.0,berth4,0,2020-07-01 18:40:42,2020-07-02 21:17:00,113416.0,Crude Oil Tanker,berth,4,1 days 02:36:18,MONGSTAD
9795062.0,berth4,1,2021-02-09 22:34:07,2021-02-11 00:33:09,113416.0,Crude Oil Tanker,berth,4,1 days 01:59:02,MONGSTAD
9795062.0,berth4,2,2021-07-09 18:26:01,2021-07-10 19:02:01,113416.0,Crude Oil Tanker,berth,4,1 days 00:36:00,MONGSTAD
9455973.0,berth1,0,2021-08-05 07:00:59,2021-08-07 07:28:58,320137.0,Crude Oil Tanker,berth,1,2 days 00:27:59,MONGSTAD
9470131.0,berth1,0,2020-02-10 14:28:26,2020-02-11 11:22:34,115984.0,Crude Oil Tanker,berth,1,0 days 20:54:08,MONGSTAD
9470131.0,berth1,1,2021-01-30 14:17:30,2021-01-31 19:20:08,115984.0,Crude Oil Tanker,berth,1,1 days 05:02:38,MONGSTAD
9858486.0,berth1,0,2021-01-13 11:25:30,2021-01-14 17:41:35,299999.0,Crude Oil Tanker,berth,1,1 days 06:16:05,MONGSTAD
9737400.0,berth2,0,2020-01-05 13:50:50,2020-01-07 06:09:45,113039.0,Crude Oil Tanker,berth,2,1 days 16:18:55,MONGSTAD
9737400.0,berth2,1,2020-01-14 17:14:09,2020-01-15 21:39:11,113039.0,Crude Oil Tanker,berth,2,1 days 04:25:02,MONGSTAD
9737400.0,berth2,2,2020-03-08 17:03:34,2020-03-09 17:02:49,113039.0,Crude Oil Tanker,berth,2,0 days 23:59:15,MONGSTAD
9737400.0,berth2,3,2020-03-15 19:10:41,2020-03-16 17:01:41,113039.0,Crude Oil Tanker,berth,2,0 days 21:51:00,MONGSTAD
9737400.0,berth2,4,2020-03-31 19:57:22,2020-04-01 18:17:14,113039.0,Crude Oil Tanker,berth,2,0 days 22:19:52,MONGSTAD
9737400.0,berth2,5,2020-06-13 10:03:59,2020-06-14 10:50:12,113039.0,Crude Oil Tanker,berth,2,1 days 00:46:13,MONGSTAD
9737400.0,berth2,6,2020-06-30 15:39:38,2020-07-01 21:40:22,113039.0,Crude Oil Tanker,berth,2,1 days 06:00:44,MONGSTAD
9737400.0,berth2,7,2021-05-04 21:56:21,2021-05-05 21:21:51,113039.0,Crude Oil Tanker,berth,2,0 days 23:25:30,MONGSTAD
9737400.0,berth2,8,2021-08-18 21:35:34,2021-08-20 13:41:57,113039.0,Crude Oil Tanker,berth,2,1 days 16:06:23,MONGSTAD
9399478.0,berth3,0,2021-07-06 12:09:38,2021-07-08 00:03:38,157048.0,Crude Oil Tanker,berth,3,1 days 11:54:00,MONGSTAD
9853400.0,berth4,0,2021-01-20 22:47:37,2021-01-21 23:03:03,112802.0,Crude/Oil Products Tanker,berth,4,1 days 00:15:26,MONGSTAD
9703320.0,berth1,0,2020-09-18 17:30:40,2020-09-19 11:31:15,109900.0,Crude/Oil Products Tanker,berth,1,0 days 18:00:35,MONGSTAD
9723071.0,berth1,0,2020-12-18 08:03:36,2020-12-21 11:46:56,299999.0,Crude Oil Tanker,berth,1,3 days 03:43:20,MONGSTAD
9770804.0,berth1,0,2021-03-05 16:04:56,2021-03-08 02:22:59,576.0,Tug,berth,1,2 days 10:18:03,MONGSTAD
9770804.0,berth1,1,2021-03-16 11:32:02,2021-03-17 09:23:01,576.0,Tug,berth,1,0 days 21:50:59,MONGSTAD
9770804.0,berth1,2,2021-03-28 15:08:07,2021-03-30 11:11:09,576.0,Tug,berth,1,1 days 20:03:02,MONGSTAD
9770804.0,berth1,3,2021-04-17 12:56:19,2021-04-22 12:38:24,576.0,Tug,berth,1,4 days 23:42:05,MONGSTAD
9770804.0,berth1,6,2021-05-26 10:38:39,2021-05-29 10:32:47,576.0,Tug,berth,1,2 days 23:54:08,MONGSTAD
9770804.0,berth1,14,2021-09-28 21:09:46,2021-10-03 01:21:49,576.0,Tug,berth,1,4 days 04:12:03,MONGSTAD
9770804.0,berth1,16,2021-10-21 15:10:00,2021-10-23 18:43:03,576.0,Tug,berth,1,2 days 03:33:03,MONGSTAD
9788332.0,berth1,0,2020-04-05 16:06:18,2020-04-06 19:14:40,303120.0,Crude Oil Tanker,berth,1,1 days 03:08:22,MONGSTAD
9299707.0,berth2,0,2021-03-19 21:02:11,2021-03-20 15:23:12,109857.0,Crude Oil Tanker,berth,2,0 days 18:21:01,MONGSTAD
9299707.0,berth2,1,2022-01-28 11:06:29,2022-01-29 15:52:15,109857.0,Crude Oil Tanker,berth,2,1 days 04:45:46,MONGSTAD
